time,temperature,noise,gas,traffic_density
1627312029.8183057,23,572,1,6.880709640402701
1627312034.8183057,36,551,0,19.910742611550766
1627312039.8183057,41,592,1,33.02187721269106
1627312044.8183057,24,697,0,10.631043470344226
1627312049.8183057,43,208,0,17.87775672254633
1627312054.8183057,24,496,1,8.64387297138855
1627312059.8183057,43,617,0,29.201741886621676
1627312064.8183057,48,452,1,27.600744197322292
1627312069.8183057,49,451,0,30.393712066604543
1627312074.8183057,42,484,1,24.63861742519631
1627312079.8183057,31,338,0,10.656133988520605
1627312084.8183057,29,566,0,12.6009571767412
1627312089.8183057,30,377,1,15.909760586729583
1627312094.8183057,28,207,1,7.633541755958376
1627312099.8183057,33,274,0,4.717138480427427
1627312104.8183057,35,632,1,19.378494560044242
1627312109.8183057,40,665,1,33.73799694156116
1627312114.8183057,40,353,0,18.909621169824987
1627312119.8183057,36,387,0,9.309762514207776
1627312124.8183057,33,367,0,12.398072896627266
1627312129.8183057,31,616,0,14.420086431265121
1627312134.8183057,37,411,1,22.923541571608347
1627312139.8183057,33,397,0,11.925114279945364
1627312144.8183057,34,314,0,9.007823473496007
1627312149.8183057,46,316,0,24.205824580166784
1627312154.8183057,37,501,1,21.857234927099288
1627312159.8183057,36,648,0,22.80627580532693
1627312164.8183057,30,234,0,1.2533083597992918
1627312169.8183057,33,505,0,8.978205754172603
1627312174.8183057,23,572,1,12.876264781574521
1627312179.8183057,22,272,0,0.0
1627312184.8183057,41,206,1,23.050822863439485
1627312189.8183057,41,595,1,23.94502102477184
1627312194.8183057,47,336,0,22.417976201428583
1627312199.8183057,35,567,0,14.73397957482719
1627312204.8183057,22,417,0,0.0
1627312209.8183057,36,647,1,26.12268771969272
1627312214.8183057,33,296,0,10.03531812026262
1627312219.8183057,38,568,0,19.142572895777562
1627312224.8183057,42,783,1,36.02375378651995
1627312229.8183057,43,510,1,28.523268053244465
1627312234.8183057,22,246,1,1.7404439683900819
1627312239.8183057,28,518,0,10.02887664949741
1627312244.8183057,22,352,0,0.0
1627312249.8183057,21,550,0,0.7836423886675745
1627312254.8183057,30,763,1,21.397116257926804
1627312259.8183057,30,751,1,17.85610690322071
1627312264.8183057,39,444,0,19.808633822668533
1627312269.8183057,45,442,0,20.837750436112948
1627312274.8183057,24,332,1,0.8071163341724565
1627312279.8183057,46,742,0,33.633729665678544
1627312284.8183057,43,319,0,14.507799540439485
1627312289.8183057,32,675,0,19.16234104100858
1627312294.8183057,47,473,0,26.65062696000757
1627312299.8183057,48,545,1,37.144360771649374
1627312304.8183057,44,769,1,34.34219023027833
1627312309.8183057,38,424,1,15.966663301716263
1627312314.8183057,34,578,1,16.458021991790254
1627312319.8183057,29,287,0,5.05579192695182
1627312324.8183057,24,422,0,5.50044456242554
1627312329.8183057,28,308,1,8.435303892063342
1627312334.8183057,38,580,0,15.374160948501332
1627312339.8183057,49,631,0,32.480719923342534
1627312344.8183057,37,638,0,25.548601998170714
1627312349.8183057,32,394,1,14.715358358184863
1627312354.8183057,46,794,0,29.320543131879557
1627312359.8183057,39,480,1,19.37088514928776
1627312364.8183057,47,738,1,33.49313769848439
1627312369.8183057,40,387,1,18.684190423174858
1627312374.8183057,26,221,1,5.0546174293805315
1627312379.8183057,43,425,1,22.410653212259476
1627312384.8183057,42,675,1,27.170724856073488
1627312389.8183057,27,624,0,15.095966229634795
1627312394.8183057,43,768,0,29.035447159949676
1627312399.8183057,47,436,0,22.28660691879146
1627312404.8183057,29,231,0,1.0905997352479249
1627312409.8183057,32,207,0,8.427709938486995
1627312414.8183057,24,508,1,6.141438103062108
1627312419.8183057,24,764,0,12.665108488873173
1627312424.8183057,34,227,0,3.4707384633313856
1627312429.8183057,44,786,1,32.99689776561091
1627312434.8183057,21,633,0,0.43908996977777437
1627312439.8183057,24,250,1,2.859224826718382
1627312444.8183057,24,623,1,8.66154244790158
1627312449.8183057,40,666,1,24.509622884330657
1627312454.8183057,23,456,1,6.061983689241147
1627312459.8183057,39,658,0,22.33264127694543
1627312464.8183057,25,764,1,20.73556234957138
1627312469.8183057,44,658,0,32.582788676736406
1627312474.8183057,30,748,0,17.80258124971437
1627312479.8183057,25,747,1,19.90280659477633
1627312484.8183057,35,577,1,21.30512498726188
1627312489.8183057,28,527,1,14.439168299470477
1627312494.8183057,47,509,1,32.65304835005837
1627312499.8183057,29,291,0,0.08362334292500129
1627312504.8183057,44,200,0,15.273403468083522
1627312509.8183057,43,546,1,31.076837993681934
1627312514.8183057,22,485,0,0.0
1627312519.8183057,49,242,0,26.252714199953125
1627312524.8183057,23,648,1,9.159482352555667
1627312529.8183057,43,283,1,23.80078657546027
1627312534.8183057,20,596,1,8.919151484987292
1627312539.8183057,23,449,1,10.477411427587363
1627312544.8183057,32,271,0,3.3390655601633403
1627312549.8183057,41,600,0,24.469521619071003
1627312554.8183057,45,613,1,32.63541607451024
1627312559.8183057,29,224,1,7.068622252958281
1627312564.8183057,30,432,1,8.522051200233708
1627312569.8183057,32,453,1,14.590989155703886
1627312574.8183057,40,795,1,31.4904934648452
1627312579.8183057,40,784,0,28.64631128709641
1627312584.8183057,33,436,1,12.899275469835718
1627312589.8183057,34,307,1,14.108354247385277
1627312594.8183057,41,281,1,19.547867886084926
1627312599.8183057,30,742,1,25.969825518921965
1627312604.8183057,37,226,0,13.882820918130163
1627312609.8183057,31,702,0,20.687360791711182
